150.000000	450.000000
179.999996	450.014591
189.367041	421.514559
192.434754	391.671835
222.413693	392.795731
252.312512	395.257320
279.630788	407.653096
303.616866	389.634609
331.293434	378.058453
358.556978	365.540591
386.458440	354.518702
414.125413	366.117497
444.096463	367.434707
474.021414	369.552180
501.232718	356.921236
530.753331	351.579680
556.151807	335.613767
585.219360	343.035179
614.743989	348.347750
635.802110	369.714860
659.776902	387.748239
689.595794	384.458098
698.802927	355.906122
722.545799	374.243030
730.000000	380.000000
